//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR32/data-final/CHIMIE/PIRATA-FR32_CHIMIE_odv.txt
//Data treated : 2025-01-14T11:24:17
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR32/data-final/CHIMIE/PIRATA-FR32_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA-FR32	st024c01	B	2022-03-11T17:31:14z	  -9.999	 -8.000		  81.0	 8	35.9219	3.152	137.25	 0.32	 12.913	12.591	  0.94	 3.95	0.0526	0.0432	0.0111	0.0889	0.0195	0.0077	0.0039	0.0052	0.1049	0.0016	0.0063			0.0760		0.1254	0.1277	0.2531	0.0454			0.1453	0.2787	0.4240	0.0057		18.1946		25.0000		
PIRATA-FR32	st024c01	B	2022-03-11T17:31:14z	  -9.999	 -8.000		 100.0	 7	35.6330	2.520	109.69	 0.13	 19.017	18.889	  1.27	 5.82	0.0373	0.0253	0.0074	0.0628	0.0141	0.0034	0.0031	0.0022	0.0575	0.0011	0.0045			0.0315		0.1036	0.0540	0.1576	0.0311			0.0811	0.1917	0.2728	0.0045		15.9219	7.6768	25.0000		
PIRATA-FR32	st024c01	B	2022-03-11T17:31:14z	  -9.999	 -8.000		 149.0	 6	35.2319	2.102	 91.46	 0.01	 25.421	25.409	  1.62	 9.18																											12.6106	7.5702	25.0000		
PIRATA-FR32	st024c01	B	2022-03-11T17:31:14z	  -9.999	 -8.000		 199.0	 5	35.0571	2.161	 94.04	 0.00	 27.687	27.682	  1.74	11.06																											11.1979	7.5336	25.0000		
PIRATA-FR32	st024c01	B	2022-03-11T17:31:14z	  -9.999	 -8.000		 299.0	 4	34.8846	1.844	 80.20	 0.00	 31.972	31.967	  2.00	14.22																											9.6971	7.4871	25.0000		
PIRATA-FR32	st024c01	B	2022-03-11T17:31:14z	  -9.999	 -8.000		 398.0	 3	34.7433	1.717	 74.69	 0.01	 35.458	35.451	  2.24	17.82																											8.3255	7.4672	25.0000		
PIRATA-FR32	st024c01	B	2022-03-11T17:31:14z	  -9.999	 -8.000		 498.0	 2	34.6517			 0.01	 37.508	37.501	  2.38	20.86																											7.2967	7.4621	25.0000		
PIRATA-FR32	st024c01	B	2022-03-11T17:31:14z	  -9.999	 -8.000		 499.0	 1	34.6517	1.831	 79.64	 0.01	 37.163	37.157	  2.38	20.84																											7.2957	7.4494	25.0000		
PIRATA-FR32	st025c01	B	2022-03-11T21:12:52z	 -10.001	 -8.498		   2.0	14																																			27.7650		25.0000		
PIRATA-FR32	st025c01	B	2022-03-11T21:12:52z	 -10.001	 -8.498		   2.0	13		4.407	192.47																																27.7640	8.0231	25.0000		
PIRATA-FR32	st025c01	B	2022-03-11T21:12:52z	 -10.001	 -8.498		  20.0	12	36.4220																																		27.7667		25.0000		
PIRATA-FR32	st025c01	B	2022-03-11T21:12:52z	 -10.001	 -8.498		  40.0	11																																			25.2459		25.0000		
PIRATA-FR32	st025c01	B	2022-03-11T21:12:52z	 -10.001	 -8.498		  40.0	10	36.3829	4.953	215.97																																25.1821	8.0268	25.0000		
PIRATA-FR32	st025c01	B	2022-03-11T21:12:52z	 -10.001	 -8.498		  60.0	 9	36.6965	5.023	218.87																																23.6657	8.0212	25.0000		
PIRATA-FR32	st025c01	B	2022-03-11T21:12:52z	 -10.001	 -8.498		  80.0	 8	36.3442	4.250	185.09																																20.5447		25.0000		
PIRATA-FR32	st025c01	B	2022-03-11T21:12:52z	 -10.001	 -8.498		 101.0	 7	35.2407	2.878	125.33																																15.9058	7.7148	25.0000		
PIRATA-FR32	st025c01	B	2022-03-11T21:12:52z	 -10.001	 -8.498		 150.0	 6	35.2410	2.061	 89.69																																12.5963	7.6103	25.0000		
PIRATA-FR32	st025c01	B	2022-03-11T21:12:52z	 -10.001	 -8.498		 201.0	 5	35.0358	2.055	 89.43																																11.0405	7.5706	25.0000		
PIRATA-FR32	st025c01	B	2022-03-11T21:12:52z	 -10.001	 -8.498		 300.0	 4	34.8860	1.853	 80.60																																9.7022	7.5129	25.0000		
PIRATA-FR32	st025c01	B	2022-03-11T21:12:52z	 -10.001	 -8.498		 403.0	 3	34.7758	1.539	 66.97																																8.6227	7.4726	25.0000		
PIRATA-FR32	st025c01	B	2022-03-11T21:12:52z	 -10.001	 -8.498		 402.0	 2	34.7768	1.548	 67.33																																8.6327	7.4722	25.0000		
PIRATA-FR32	st025c01	B	2022-03-11T21:12:52z	 -10.001	 -8.498		 501.0	 1	34.6692	1.939	 84.33																																7.5088	7.4845	25.0000		
PIRATA-FR32	st026c01	B	2022-03-12T00:54:03z	  -9.999	 -8.999		   3.0	12	36.4410	4.522	197.50	 0.00	  0.027	0.024	  0.14	 0.87																											27.5763	8.0274	25.0000		
PIRATA-FR32	st026c01	B	2022-03-12T00:54:03z	  -9.999	 -8.999		  20.0	11	36.4437	4.525	197.43	 0.00	  0.034	0.033	  0.14	 0.89																											27.5808		25.0000		
PIRATA-FR32	st026c01	B	2022-03-12T00:54:03z	  -9.999	 -8.999		  40.0	10	36.4500	4.654	202.98	 0.00	  0.027	0.024	  0.15	 0.96																											26.8694	8.0196	25.0000		
PIRATA-FR32	st026c01	B	2022-03-12T00:54:03z	  -9.999	 -8.999		  60.0	 9	36.5832	4.962	216.25	 0.00	  0.029	0.027	  0.14	 1.09																											23.3710	8.0189	25.0000		
PIRATA-FR32	st026c01	B	2022-03-12T00:54:03z	  -9.999	 -8.999		  80.0	 8	36.5746	4.880	212.59	 0.01	  0.425	0.412	  0.22	 1.25																											22.1748		25.0000		
PIRATA-FR32	st026c01	B	2022-03-12T00:54:03z	  -9.999	 -8.999		 100.0	 7	36.0591	3.695	160.82	 0.27	  9.719	9.447	  0.76	 3.03																											18.4721	7.8495	25.0000		
PIRATA-FR32	st026c01	B	2022-03-12T00:54:03z	  -9.999	 -8.999		 149.0	 6	35.3498	2.097	 91.23	 0.02	 24.354	24.333	  1.55	 8.10																											13.4900	7.6316	25.0000		
PIRATA-FR32	st026c01	B	2022-03-12T00:54:03z	  -9.999	 -8.999		 200.0	 5	35.1066	2.100	 91.36	 0.01	 27.155	27.143	  1.73	10.53																											11.5417	7.5835	25.0000		
PIRATA-FR32	st026c01	B	2022-03-12T00:54:03z	  -9.999	 -8.999		 299.0	 4	34.9028	1.869	 81.33	 0.01	 31.503	31.495	  1.99	13.79																											9.8635	7.5353	25.0000		
PIRATA-FR32	st026c01	B	2022-03-12T00:54:03z	  -9.999	 -8.999		 299.0	 3	34.9038	1.863	 81.06	 0.00	 31.389	31.384	  2.00	13.78																											9.8640	7.5272	25.0000		
PIRATA-FR32	st026c01	B	2022-03-12T00:54:03z	  -9.999	 -8.999		 397.0	 2	34.7957	1.714	 74.56	 0.01	 34.303	34.292	  2.16	16.37																											8.8710	7.4935	25.0000		
PIRATA-FR32	st026c01	B	2022-03-12T00:54:03z	  -9.999	 -8.999		 503.0	 1	34.6868	1.849	 80.41	 0.01	 36.023	36.018	  2.32	19.34																											7.7304	7.4787	25.0000		
PIRATA-FR32	st027c01	B	2022-03-12T04:49:08z	  -9.999	 -9.498		   3.0	14																																			27.3481		25.0000		
PIRATA-FR32	st027c01	B	2022-03-12T04:49:08z	  -9.999	 -9.498		   3.0	13	36.5023	4.557	198.76																																27.3496	8.0314	25.0000		
PIRATA-FR32	st027c01	B	2022-03-12T04:49:08z	  -9.999	 -9.498		  23.0	12	36.4994	4.551	198.53																																27.3632		25.0000		
PIRATA-FR32	st027c01	B	2022-03-12T04:49:08z	  -9.999	 -9.498		  43.0	11	36.4790																																		27.0303		25.0000		
PIRATA-FR32	st027c01	B	2022-03-12T04:49:08z	  -9.999	 -9.498		  43.0	10	36.4634	4.713	205.54																																27.0529	8.0266	25.0000		
PIRATA-FR32	st027c01	B	2022-03-12T04:49:08z	  -9.999	 -9.498		  62.0	 9	36.5533	5.013	218.49																																24.5198	8.0444	25.0000		
PIRATA-FR32	st027c01	B	2022-03-12T04:49:08z	  -9.999	 -9.498		  82.0	 8	36.6848	4.994	217.59																																23.5695		25.0000		
PIRATA-FR32	st027c01	B	2022-03-12T04:49:08z	  -9.999	 -9.498		 100.0	 7	35.8685	2.958	128.78																																17.8274	7.7779	25.0000		
PIRATA-FR32	st027c01	B	2022-03-12T04:49:08z	  -9.999	 -9.498		 149.0	 6	35.2544	2.094	 91.13																																12.6513	7.6163	25.0000		
PIRATA-FR32	st027c01	B	2022-03-12T04:49:08z	  -9.999	 -9.498		 199.0	 5	35.0290	1.931	 84.04																																10.9092	7.5623	25.0000		
PIRATA-FR32	st027c01	B	2022-03-12T04:49:08z	  -9.999	 -9.498		 199.0	 4	35.0271	1.938	 84.33																																10.8662	7.5584	25.0000		
PIRATA-FR32	st027c01	B	2022-03-12T04:49:08z	  -9.999	 -9.498		 298.0	 3	34.8704	1.776	 77.28																																9.5450	7.5123	25.0000		
PIRATA-FR32	st027c01	B	2022-03-12T04:49:08z	  -9.999	 -9.498		 397.0	 2	34.7629	1.697	 73.83																																8.5205	7.4849	25.0000		
PIRATA-FR32	st027c01	B	2022-03-12T04:49:08z	  -9.999	 -9.498		 497.0	 1	34.6760	1.900	 82.64																																7.6148	7.4782	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		   3.0	18									0.0041	0.0051	0.0052	0.0027	0.0018			0.0017	0.0127	0.0013	0.0076		0.0034	0.0762		0.0039	0.0077	0.0116	0.0081			0.0287	0.0404	0.0691	0.0023		27.3424		25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		   2.0	17	36.5187	4.545	198.47	 0.02	  0.121	0.100	  0.10	 0.92																											27.3482	8.0348	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		  20.0	16	36.5165	4.548	198.60	 0.02	  0.082	0.064	  0.10	 0.92	0.0039	0.0051	0.0056	0.0027	0.0021			0.0019	0.0126	0.0012	0.0078		0.0019	0.0723		0.0043	0.0070	0.0113	0.0079			0.0250	0.0341	0.0591			27.3048	8.0380	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		  40.0	15	36.5192	4.550	198.70	 0.02	  0.072	0.055	  0.11	 0.91	0.0041	0.0059	0.0060	0.0034	0.0026			0.0022	0.0152	0.0012	0.0067		0.0011	0.0771		0.0026	0.0078	0.0104	0.0092			0.0290	0.0460	0.0750			27.2777	8.0341	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		  60.0	14	36.7050	5.024	218.97	 0.02	  0.070	0.049	  0.11	 0.91	0.0064	0.0089	0.0078	0.0067	0.0037			0.0022	0.0252	0.0013	0.0056		0.0010	0.0953		0.0054	0.0086	0.0140	0.0109			0.0484	0.0660	0.1144			24.3087	8.0278	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		  80.0	13	36.6758	5.017	218.59	 0.02	  0.182	0.159	  0.15	 0.93	0.0171	0.0214	0.0126	0.0214	0.0061	0.0016		0.0031	0.0647	0.0016	0.0059			0.1271		0.0104	0.0434	0.0538	0.0241			0.1251	0.1418	0.2669	0.0042		22.3017	8.0125	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		  99.0	12	36.0412	3.395	147.78	 0.33	 11.352	11.020	  0.84	 3.38	0.0392	0.0338	0.0095	0.0646	0.0117	0.0078	0.0031	0.0059	0.0836	0.0017	0.0047			0.0829		0.1186	0.1154	0.2340	0.0412			0.1497	0.2120	0.3617	0.0061		19.1073	7.8308	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		 150.0	11				 0.04	 24.416	24.381	  1.57	 7.77																											13.8078		25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		 199.0	10	35.1163	1.897	 82.44	 0.02	 28.770	28.747	  1.82	10.73																											11.5713	7.5750	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		 298.0	 9	34.8958	1.827	 79.41	 0.02	 32.794	32.776	  2.05	14.21																											9.8086	7.5223	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		 500.0	 8	34.6773	1.815	 78.93	 0.02	 37.622	37.604	  2.38	19.93																											7.6572	7.4766	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		 799.0	 7	34.5112	2.872	124.87	 0.02	 39.346	39.330	  2.53	32.42																											4.8213	7.5082	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		1001.0	 6	34.5902	3.524	153.24	 0.02	 35.258	35.241	  2.35	34.92																											4.2162	7.5571	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		1001.0	 5	34.5936	3.528	153.42	 0.01	 35.200	35.190	  2.35	34.84																											4.2163	7.5539	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		1249.0	 4				 0.02	 28.989	28.967	  1.92	28.47																											4.1157		25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		1500.0	 3	34.9246	5.026	218.54	 0.01	 24.370	24.357	  1.61	22.34																											4.1151	7.6808	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		1751.0	 2				 0.01	 23.260	23.251	  1.53	23.35																											3.8348	7.7052	25.0000		
PIRATA-FR32	st028c01	B	2022-03-12T10:52:09z	  -9.968	 -9.902		2001.0	 1	34.9381	5.410	235.15	 0.02	 22.451	22.435	  1.51	27.08																											3.5114		25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		   4.0	17										0.0051	0.0054	0.0033	0.0020			0.0026	0.0107	0.0016	0.0036			0.0769			0.0059		0.0067			0.0312	0.0359	0.0671			25.4968		25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		   3.0	16	36.7103	4.707	205.44	 0.01	  0.029	0.019	  0.21	 0.78																											25.4954	8.0082	25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		  21.0	15	36.7092	4.714	205.72	 0.00	  0.026	0.022	  0.21	 0.68		0.0046	0.0049	0.0032	0.0020			0.0024	0.0096		0.0033			0.0716			0.0054		0.0068			0.0290	0.0323	0.0613			25.4967	8.0204	25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		  39.0	14	36.3542	5.248	228.92	-0.00	  0.033	0.035	  0.25	 0.82	0.0045	0.0062	0.0065	0.0049	0.0024			0.0027	0.0141		0.0036			0.0959		0.0030	0.0056	0.0086	0.0092			0.0440	0.0444	0.0884	0.0027		22.8664	7.9906	25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		  60.0	13	36.3137	5.335	232.33	 0.01	  0.043	0.036	  0.24	 0.84	0.0054	0.0071	0.0063	0.0059	0.0023			0.0024	0.0184	0.0010	0.0031			0.0849		0.0029	0.0082	0.0111	0.0095			0.0479	0.0488	0.0967	0.0026		21.6640	7.9790	25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		  81.0	12	36.2690	5.304	230.94	 0.01	 -0.013	-0.019	  0.23	 1.00	0.0082	0.0103	0.0071	0.0113	0.0027			0.0025	0.0294		0.0034			0.0864		0.0060	0.0186	0.0246	0.0138			0.0717	0.0683	0.1400	0.0029		20.8740	7.9789	25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		 106.0	11	36.1722	5.190	226.00	 0.02	  0.083	0.060	  0.23	 1.21	0.0190	0.0196	0.0077	0.0290	0.0045			0.0028	0.0587		0.0039			0.0807		0.0156	0.0686	0.0842	0.0240			0.1087	0.1098	0.2185	0.0038		19.8818	7.9383	25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		 199.0	10	35.4929	4.695	204.27	 0.02	  6.590	6.570	  0.57	 2.76																											15.6304	7.8626	25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		 298.0	 9	35.0485	4.489	195.18	-0.00	 14.299	14.302	  1.00	 5.30																											12.1361	7.7663	25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		 497.0	 8	34.5823	3.171	137.84	-0.00	 31.691	31.693	  2.07	17.63																											7.4712	7.5619	25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		 793.0	 7	34.4606	3.632	157.91	-0.00	 35.334	35.338	  2.36	34.33																											4.4230	7.5521	25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		 793.0	 6	34.4594	3.649	158.67	 0.00	 35.543	35.542	  2.36	34.38																											4.4191	7.5512	25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		 991.0	 5	34.5375	3.904	169.78	 0.00	 34.183	34.183	  2.29	37.62																											3.9775	7.5718	25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		1236.0	 4				 0.00	 31.465	31.464	  2.11	35.40																											3.8748		25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		1486.0	 3	34.8204	4.658	202.52	 0.01	 27.445	27.437	  1.82	30.58																											3.8088	7.6602	25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		1732.0	 2				 0.01	 24.934	24.926	  1.66	31.86																											3.5057		25.0000		
PIRATA-FR32	st029c01	B	2022-03-14T23:28:48z	  -9.972	-19.925		1978.0	 1	34.8709	5.298	230.31	 0.01	 24.308	24.302	  1.63	38.65																											3.0335	7.6942	25.0000		
PIRATA-FR32	st030c01	B	2022-03-16T09:25:32z	  -5.783	-16.097		   4.0	10	36.6908	5.130	223.90	 0.01	  0.037	0.029	  0.17	 0.79	0.0077	0.0097	0.0063	0.0086	0.0088	0.0015	0.0017	0.0027	0.0237	0.0037	0.0133		0.0027	0.0961		0.0040	0.0114	0.0154	0.0151			0.0674	0.0943	0.1617	0.0033		25.3732	8.0151	25.0000		
PIRATA-FR32	st030c01	B	2022-03-16T09:25:32z	  -5.783	-16.097		  20.0	 9				 0.01	  0.028	0.018	  0.18	 0.74	0.0075	0.0103	0.0071	0.0089	0.0099	0.0015	0.0017	0.0029	0.0227	0.0018	0.0106		0.0015	0.0902		0.0049	0.0114	0.0163	0.0150			0.0680	0.0938	0.1618	0.0031		25.2528		25.0000		
PIRATA-FR32	st030c01	B	2022-03-16T09:25:32z	  -5.783	-16.097		  40.0	 8	36.2979	5.498	239.45	 0.01	  0.049	0.038	  0.23	 0.89																											22.3966		25.0000		
PIRATA-FR32	st030c01	B	2022-03-16T09:25:32z	  -5.783	-16.097		  40.0	 7	36.3007	5.516	240.55	 0.00	  0.049	0.046	  0.23	 0.90	0.0151	0.0192	0.0088	0.0236	0.0133			0.0023	0.0478	0.0056	0.0082		0.0010	0.1073		0.0098	0.0225	0.0323	0.0220			0.1290	0.1424	0.2714	0.0043		22.3705		25.0000		
PIRATA-FR32	st030c01	B	2022-03-16T09:25:32z	  -5.783	-16.097		  60.0	 6				 0.22	  1.594	1.372	  0.34	 1.14	0.0799	0.0592	0.0172	0.0864	0.1037	0.0073	0.0050	0.0079	0.1871		0.0170			0.1140		0.0461	0.1522	0.1983	0.0478			0.1785	0.5327	0.7112	0.0079		20.3930		25.0000		
PIRATA-FR32	st030c01	B	2022-03-16T09:25:32z	  -5.783	-16.097		  80.0	 5				 0.62	  4.415	3.798	  0.50	 1.55	0.0808	0.0501	0.0111	0.0867	0.1565	0.0071	0.0053	0.0070	0.1247		0.0157			0.0562		0.0469	0.1079	0.1548	0.0367			0.1111	0.5331	0.6442	0.0072		19.7440		25.0000		
PIRATA-FR32	st030c01	B	2022-03-16T09:25:32z	  -5.783	-16.097		  99.0	 4	36.0932	4.568	199.03	 0.62	  7.028	6.406	  0.64	 2.15	0.0492	0.0284	0.0066	0.0595	0.0762	0.0056	0.0037	0.0041	0.0705		0.0077			0.0319		0.0591	0.0520	0.1111	0.0258			0.0754	0.2726	0.3480	0.0054		18.9029		25.0000		
PIRATA-FR32	st030c01	B	2022-03-16T09:25:32z	  -5.783	-16.097		 150.0	 3	35.5922	3.644	158.66	 0.04	 13.868	13.824	  0.99	 4.18																											15.5175		25.0000		
PIRATA-FR32	st030c01	B	2022-03-16T09:25:32z	  -5.783	-16.097		 251.0	 2	35.0506	1.736	 75.51	 0.01	 29.538	29.533	  1.90	10.88																											11.3943	7.5412	25.0000		
PIRATA-FR32	st030c01	B	2022-03-16T09:25:32z	  -5.783	-16.097		 400.0	 1	34.7503	1.926	 83.79	 0.01	 34.916	34.910	  2.24	17.41																											8.4611	7.5032	25.0000		
PIRATA-FR32	st031c01	B	2022-03-16T11:17:35z	  -5.617	-16.002		   3.0	10	36.7542	4.699	205.09	-0.00	  0.014	0.014	  0.16	 0.86	0.0047	0.0062	0.0017	0.0074	0.0052			0.0012	0.0229		0.0128		0.0042	0.0956		0.0026	0.0030	0.0056	0.0101			0.0499	0.0548	0.1047			25.7231	8.0210	25.0000		
PIRATA-FR32	st031c01	B	2022-03-16T11:17:35z	  -5.617	-16.002		  20.0	 9	36.7520	4.703	205.27	 0.00	 -0.011	-0.014	  0.15	 0.89	0.0044	0.0063	0.0018	0.0071	0.0052			0.0011	0.0218		0.0129		0.0027	0.0888		0.0036	0.0041	0.0077	0.0096			0.0432	0.0533	0.0965			25.6830		25.0000		
PIRATA-FR32	st031c01	B	2022-03-16T11:17:35z	  -5.617	-16.002		  20.0	 8	36.7498	4.698	204.77	 0.00	  0.039	0.035	  0.15	 0.93																											25.6838		25.0000		
PIRATA-FR32	st031c01	B	2022-03-16T11:17:35z	  -5.617	-16.002		  40.0	 7				 0.00	  0.039	0.035	  0.20	 0.75	0.0160	0.0192	0.0065	0.0219	0.0344	0.0025	0.0044	0.0039	0.0553		0.0190		0.0013	0.0934		0.0054	0.0359	0.0413	0.0216			0.0921	0.1990	0.2911	0.0073		23.7997		25.0000		
PIRATA-FR32	st031c01	B	2022-03-16T11:17:35z	  -5.617	-16.002		  60.0	 6				 0.02	  0.128	0.105	  0.27	 0.96	0.0272	0.0280	0.0084	0.0333	0.0354	0.0031		0.0035	0.0989		0.0104		0.0006	0.0810		0.0073	0.0520	0.0593	0.0184			0.0722	0.2305	0.3027	0.0073		21.1959		25.0000		
PIRATA-FR32	st031c01	B	2022-03-16T11:17:35z	  -5.617	-16.002		  80.0	 5				 0.77	  4.379	3.609	  0.53	 1.58	0.0163	0.0116	0.0052	0.0219	0.0257	0.0031		0.0023	0.0321		0.0035			0.0110		0.0108	0.0303	0.0411	0.0087			0.0203	0.1090	0.1293	0.0062		19.4847		25.0000		
PIRATA-FR32	st031c01	B	2022-03-16T11:17:35z	  -5.617	-16.002		 100.0	 4	36.1055	4.663	203.19	 0.97	  6.233	5.268	  0.63	 1.81	0.0423	0.0253	0.0068	0.0493	0.0730	0.0029		0.0024	0.0641		0.0071			0.0234		0.0353	0.0423	0.0776	0.0262			0.0567	0.2555	0.3122	0.0033		19.1407		25.0000		
PIRATA-FR32	st031c01	B	2022-03-16T11:17:35z	  -5.617	-16.002		 149.0	 3	35.6383	3.501	152.45	 0.06	 14.997	14.934	  1.07	 4.10																											15.8616		25.0000		
PIRATA-FR32	st031c01	B	2022-03-16T11:17:35z	  -5.617	-16.002		 248.0	 2	35.0880	1.086	 47.23	 0.01	 32.298	32.289	  2.06	11.56																											11.5658	7.4904	25.0000		
PIRATA-FR32	st031c01	B	2022-03-16T11:17:35z	  -5.617	-16.002		 301.0	 1	34.9483	1.266	 55.07	 0.01	 33.877	33.868	  2.17	13.68																											10.3702	7.4782	25.0000		
PIRATA-FR32	st032c01	B	2022-03-16T12:40:20z	  -5.627	-15.915		   2.0	 8	36.7580	4.728	206.38	 0.00	  0.018	0.014	  0.14	 0.80																											25.7625	8.0367	25.0000		
PIRATA-FR32	st032c01	B	2022-03-16T12:40:20z	  -5.627	-15.915		   3.0	 7	36.7570	4.740	206.87	 0.01	  0.046	0.040	  0.14	 0.81	0.0048	0.0065	0.0047	0.0059	0.0052	0.0028		0.0017	0.0247		0.0117		0.0026	0.0837		0.0025	0.0046	0.0071	0.0132			0.0437	0.0501	0.0938	0.0016		25.7566		25.0000		
PIRATA-FR32	st032c01	B	2022-03-16T12:40:20z	  -5.627	-15.915		  20.0	 6				 0.01	  0.028	0.023	  0.14	 0.84	0.0048	0.0066	0.0052	0.0064	0.0062			0.0021	0.0241		0.0105		0.0016	0.0800		0.0026	0.0037	0.0063	0.0140			0.0419	0.0514	0.0933	0.0013		25.6841		25.0000		
PIRATA-FR32	st032c01	B	2022-03-16T12:40:20z	  -5.627	-15.915		  40.0	 5	36.3111	5.503	239.68	 0.01	  0.038	0.030	  0.21	 0.80	0.0155	0.0188	0.0064	0.0227	0.0249	0.0011	0.0026	0.0032	0.0613		0.0163		0.0023	0.0953		0.0062	0.0208	0.0270	0.0239			0.0854	0.1640	0.2494	0.0026		22.6335		25.0000		
PIRATA-FR32	st032c01	B	2022-03-16T12:40:20z	  -5.627	-15.915		  60.0	 4				 0.04	  0.186	0.142	  0.27	 0.97	0.0472	0.0440	0.0087	0.0467	0.0966	0.0017		0.0044	0.1381		0.0177	0.0014			0.0750	0.0074	0.0572	0.0646	0.0288			0.0751	0.3827	0.4578	0.0038		20.8189	7.9701	25.0000		
PIRATA-FR32	st032c01	B	2022-03-16T12:40:20z	  -5.627	-15.915		  82.0	 3				 0.85	  4.613	3.762	  0.52	 1.52	0.0608	0.0372	0.0080	0.0592	0.1356	0.0040		0.0042	0.1012		0.0119			0.0473		0.0342	0.0733	0.1075	0.0334			0.0857	0.3983	0.4840	0.0044		19.5339		25.0000		
