//ODV Spreadsheet file : /media/irdcampagnes/PIRATA/PIRATA-FR33/data-final/CHIMIE/PIRATA-FR33_CHIMIE_odv.txt
//Data treated : 2025-01-14T11:21:11
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/media/irdcampagnes/PIRATA/PIRATA-FR33/data-final/CHIMIE/PIRATA-FR33_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]	TEMP [°C]	PHPH [pH unit]	PHTP [°C]	ALKY [micromole/kg]
PIRATA-FR33	st027c01	B	2023-03-15T22:07:53z	  -9.997	 -9.503		  60.0	 8	36.6825	5.105	222.49																																24.0150	8.0320	25.0000	2409.3890	
PIRATA-FR33	st027c01	B	2023-03-15T22:07:53z	  -9.997	 -9.503		  80.0	 7	36.6467	4.909	213.82																																22.2470				
PIRATA-FR33	st027c01	B	2023-03-15T22:07:53z	  -9.997	 -9.503		  99.0	 6	36.1495	3.770	164.16																																19.0180	7.8680	25.0000		
PIRATA-FR33	st027c01	B	2023-03-15T22:07:53z	  -9.997	 -9.503		 299.0	 5	34.8822	1.876	 81.64																																9.7280	7.5250	25.0000	2292.4320	
PIRATA-FR33	st027c01	B	2023-03-15T22:07:53z	  -9.997	 -9.503		 398.0	 4	34.7593	1.943	 84.52																																8.5440	7.5030	25.0000		
PIRATA-FR33	st027c01	B	2023-03-15T22:07:53z	  -9.997	 -9.503		 497.0	 3	34.6656	1.911	 83.13																																7.5220	7.4800	25.0000		
PIRATA-FR33	st027c01	B	2023-03-15T22:07:53z	  -9.997	 -9.503		 794.0	 2	34.5065	2.957	128.62																																4.8900	7.5160	25.0000		
PIRATA-FR33	st027c01	B	2023-03-15T22:07:53z	  -9.997	 -9.503		 992.0	 1	34.5891	3.629	157.83																																4.2530	7.5640	25.0000	2317.4430	
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		   3.0	24																																			27.3430				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		   3.0	23																																			27.3440				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		   2.0	22																																			27.3430				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		   2.0	21																																			27.3440				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		   3.0	20	36.5326	4.521	197.21	 0.01	  0.012	0.005	  0.08	 0.87	0.0045	0.0049	0.0022	0.0053	0.0037			0.0009	0.0152		0.0031			0.0428		0.0022	0.0026	0.0047	0.0057			0.0259	0.0389	0.0648			27.3410	8.0370	25.0000	2458.7800	
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		  19.0	19	36.5321	4.520	197.15	 0.00	  0.001	-0.000	  0.07	 0.80	0.0033	0.0043	0.0037	0.0044	0.0052			0.0011	0.0162	0.0034	0.0031			0.0522		0.0024	0.0034	0.0059	0.0068			0.0315	0.0402	0.0717			27.3440	8.0400	25.0000		
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		  40.0	18																																			27.0680				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		  40.0	17	36.5313	4.560	198.91	 0.01	  0.021	0.015	  0.08	 0.78	0.0047	0.0066	0.0027	0.0056	0.0043			0.0012	0.0176		0.0032			0.0492		0.0021	0.0030	0.0051	0.0065			0.0294	0.0423	0.0717			27.1320	8.0370	25.0000		
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		  60.0	16																																			24.0490				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		  60.0	15	36.7558	5.109	222.62	 0.01	  0.004	-0.004	  0.07	 0.71	0.0106	0.0120	0.0054	0.0128	0.0074			0.0017	0.0356		0.0046			0.0490		0.0043	0.0086	0.0129	0.0077			0.0348	0.0791	0.1139	0.0014		23.9330	8.0340	25.0000		
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		  80.0	14																																			22.5030				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		  80.0	13	36.7162	4.870	212.10	 0.01	  0.103	0.091	  0.14	 0.87	0.0325	0.0281	0.0106	0.0392	0.0072	0.0041	0.0015	0.0033	0.0918		0.0067	0.0015		0.0557	0.0021	0.0163	0.0652	0.0816	0.0211			0.0971	0.1740	0.2712	0.0024		22.3000				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		  90.0	12																																			20.7830				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		  90.0	11																																			20.7650				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		 100.0	10																																			19.5720				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		 100.0	 9	36.2897	4.087	177.94	 0.26	  5.862	5.605	  0.51	 1.94	0.0457	0.0285	0.0048	0.0647	0.0104	0.0061	0.0030	0.0045	0.0835		0.0048			0.0344		0.0733	0.0785	0.1518	0.0264			0.0946	0.1871	0.2817	0.0061		19.5770	7.9050	25.0000	2417.4030	
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		 109.0	 8																																			18.2300				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		 109.0	 7																																			18.2320				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		 117.0	 6																																			17.0720				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		 149.0	 5																																			13.4400				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		 201.0	 4																																			11.3770				
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		 300.0	 3	34.8538	1.849	 80.46	 0.00	 32.548	32.543	  2.01	14.06																											9.4480	7.5190	25.0000		
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		 500.0	 2	34.6585	2.076	 90.32	 0.01	 35.812	35.805	  2.25	19.04																											7.4270	7.4940	25.0000	2325.2370	
PIRATA-FR33	st028c01	B	2023-03-16T04:37:09z	  -9.984	 -9.900		1979.0	 1	34.9350	5.443	236.64	 0.01	 22.086	22.078	  1.46	26.57																											3.4440	7.7120	25.0000	2395.5730	
PIRATA-FR33	st029c01	B	2023-03-16T11:17:12z	  -9.982	 -9.909		 179.0	 8	35.2864																																		12.9420				
PIRATA-FR33	st029c01	B	2023-03-16T11:17:12z	  -9.982	 -9.909		 179.0	 7	35.2904																																		12.9490				
PIRATA-FR33	st029c01	B	2023-03-16T11:17:12z	  -9.982	 -9.909		 178.0	 6	35.2812																																		12.8980				
PIRATA-FR33	st029c01	B	2023-03-16T11:17:12z	  -9.982	 -9.909		 178.0	 5	35.2803																																		12.8970				
PIRATA-FR33	st029c01	B	2023-03-16T11:17:12z	  -9.982	 -9.909		 178.0	 4	35.2904																																		12.9660				
PIRATA-FR33	st029c01	B	2023-03-16T11:17:12z	  -9.982	 -9.909		 178.0	 3	35.2912																																		12.9670				
PIRATA-FR33	st029c01	B	2023-03-16T11:17:12z	  -9.982	 -9.909		 178.0	 2	35.2922																																		12.9800				
PIRATA-FR33	st029c01	B	2023-03-16T11:17:12z	  -9.982	 -9.909		 178.0	 1	35.2925																																		12.9850				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		   2.0	22																																			25.4410				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		   2.0	21																																			25.4390				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		   2.0	20	36.7143	4.714	205.49	 0.00	  0.023	0.023	  0.18	 0.58	0.0025	0.0036		0.0050	0.0035				0.0104		0.0068		0.0031	0.0435		0.0027	0.0045	0.0071	0.0038			0.0196	0.0310	0.0507			25.4460	8.0100	25.0000		
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		  20.0	19																																			25.3720				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		  20.0	18	36.7117	4.751	206.57	 0.00	  0.049	0.046	  0.21	 0.54		0.0024		0.0050	0.0034				0.0107		0.0068		0.0026	0.0471		0.0017	0.0033	0.0050	0.0044			0.0207	0.0288	0.0495			25.3680	8.0080	25.0000		
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		  39.0	17	36.7087	4.738	206.02	 0.00	  0.105	0.105	  0.18	 0.67	0.0035	0.0025		0.0079	0.0075				0.0104		0.0065		0.0030	0.0465					0.0044			0.0210	0.0303	0.0514			25.3480	8.0050	25.0000		
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		  60.0	16																																			21.2030				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		  60.0	15	36.7121	4.749	206.46	 0.00	  0.019	0.017	  0.16	 0.50	0.0037	0.0053	0.0012	0.0043	0.0022			0.0011	0.0116		0.0071		0.0011	0.0427		0.0009	0.0028	0.0037	0.0043			0.0194	0.0345	0.0539	0.0000		21.2390	8.0060	25.0000		
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		  79.0	14																																			20.3390				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		  79.0	13	36.1942	5.398	235.07	 0.00	  0.034	0.033	  0.17	 0.93	0.0125	0.0147	0.0056	0.0175	0.0075				0.0426		0.0044			0.0546		0.0046	0.0172	0.0218	0.0103			0.0615	0.0842	0.1457	0.0023		20.3390				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		  99.0	12																																			19.7260				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		  99.0	11	36.1749	5.250	228.62	 0.00	  0.038	0.036	  0.17	 1.07	0.0184	0.0228	0.0063	0.0234	0.0041				0.0545		0.0039			0.0597		0.0065	0.0611	0.0676	0.0195			0.0901	0.1003	0.1904	0.0053		19.7460	7.9700	25.0000		
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		 110.0	10																																			19.4780				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		 120.0	 9																																			19.2030				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		 120.0	 8																																			19.1920				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		 130.0	 7																																			18.6530				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		 141.0	 6																																			17.7810				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		 141.0	 5																																			17.7790				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		 248.0	 4																																			13.5540				
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		 299.0	 3	35.1006	4.333	188.56	 0.00	 13.783	13.781	  0.93	 4.80																											12.5990	7.7620	25.0000		
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		 497.0	 2	34.5986	3.327	144.73	 0.01	 29.610	29.603	  1.91	15.49																											7.8160	7.5760	25.0000		
PIRATA-FR33	st030c01	B	2023-03-19T10:42:19z	  -9.977	-19.932		1978.0	 1	34.8917	5.392	234.36	 0.01	 23.054	23.049	  1.52	35.48																											2.9770	7.7040	25.0000		
PIRATA-FR33	st031c01	B	2023-03-21T00:03:53z	  -5.787	-16.098		   3.0	10	36.7731	4.738	206.76	 0.00	  0.000	-0.000	  0.08	 0.56	0.0081	0.0081	0.0060	0.0066	0.0099			0.0012	0.0195		0.0064			0.0672		0.0041	0.0056	0.0097	0.0099			0.0466	0.0610	0.1076	0.0026		25.0430	8.0310	25.0000		
PIRATA-FR33	st031c01	B	2023-03-21T00:03:53z	  -5.787	-16.098		   3.0	 9		4.740	206.85	 0.00	  0.001	0.000	  0.10	 0.54																											25.0430				
PIRATA-FR33	st031c01	B	2023-03-21T00:03:53z	  -5.787	-16.098		  19.0	 8	36.7698			 0.00	  0.011	0.010	  0.09	 0.55	0.0097	0.0100	0.0044	0.0074	0.0116			0.0011	0.0221	0.0031	0.0073			0.0775		0.0053	0.0073	0.0126	0.0127			0.0554	0.0730	0.1284	0.0032		25.0240				
PIRATA-FR33	st031c01	B	2023-03-21T00:03:53z	  -5.787	-16.098		  40.0	 7	36.6758	4.949	215.62	 0.01	  0.004	-0.001	  0.10	 0.57	0.0323	0.0331	0.0039	0.0201	0.0713		0.0061	0.0042	0.0594		0.0127			0.0747		0.0092	0.0190	0.0282	0.0226			0.1161	0.2129	0.3290	0.0111		24.2780				
PIRATA-FR33	st031c01	B	2023-03-21T00:03:53z	  -5.787	-16.098		  60.0	 6				 0.04	  0.223	0.188	  0.15	 0.81	0.2605	0.1992	0.0118	0.0513	0.8156		0.0077		0.0902		0.0570	0.0062	0.0116	0.0423		0.0122	0.0444	0.0567		0.0381	0.0431	0.0940	1.1225	1.2165	0.0162		21.9790				
PIRATA-FR33	st031c01	B	2023-03-21T00:03:53z	  -5.787	-16.098		  79.0	 5				 0.26	  3.674	3.414	  0.39	 1.68	0.1749	0.1092	0.0217	0.0394	0.4816				0.0477		0.0269	0.0048	0.0185	0.0200		0.0253	0.0347	0.0600		0.0265	0.0458	0.0513	0.6828	0.7341	0.0187		19.7850				
PIRATA-FR33	st031c01	B	2023-03-21T00:03:53z	  -5.787	-16.098		 101.0	 4	36.1384	4.411	192.03	 0.13	  6.850	6.716	  0.55	 2.04	0.0556	0.0345	0.0052	0.0508	0.0753				0.0533		0.0078		0.0042	0.0180		0.0661	0.0252	0.0913	0.0219			0.0644	0.2129	0.2773	0.0085		18.5570				
PIRATA-FR33	st031c01	B	2023-03-21T00:03:53z	  -5.787	-16.098		 150.0	 3	35.5004	3.398	147.86	 0.02	 15.560	15.544	  1.02	 4.49																											14.8640				
PIRATA-FR33	st031c01	B	2023-03-21T00:03:53z	  -5.787	-16.098		 251.0	 2	35.0455	1.788	 77.78	 0.00	 29.077	29.075	  1.78	10.31																											11.3320	7.5430	25.0000		
PIRATA-FR33	st031c01	B	2023-03-21T00:03:53z	  -5.787	-16.098		 496.0	 1	34.6272	2.387	103.82	 0.01	 34.620	34.612	  2.22	19.52																											7.2600	7.5120	25.0000		
PIRATA-FR33	st032c01	B	2023-03-21T02:09:09z	  -5.618	-16.004		   2.0	10	36.6720	4.726	205.98	 0.00	  0.007	0.006	  0.12	 0.54	0.0055	0.0102	0.0046	0.0059	0.0046				0.0180		0.0048			0.0627		0.0038	0.0076	0.0114	0.0084			0.0444	0.0488	0.0932			24.9570	8.0170	25.0000		
PIRATA-FR33	st032c01	B	2023-03-21T02:09:09z	  -5.618	-16.004		  19.0	 9	36.6719	4.729	206.11	 0.00	  0.075	0.072	  0.12	 0.45	0.0069	0.0055	0.0031	0.0060	0.0054				0.0184		0.0048			0.0615		0.0036	0.0056	0.0091	0.0080			0.0433	0.0483	0.0916			24.9600				
PIRATA-FR33	st032c01	B	2023-03-21T02:09:09z	  -5.618	-16.004		  39.0	 8				 0.01	  0.025	0.021	  0.12	 0.45	0.0070	0.0072	0.0022	0.0064	0.0061				0.0196		0.0051			0.0628		0.0029	0.0052	0.0082	0.0090			0.0465	0.0545	0.1010	0.0028		24.8870				
PIRATA-FR33	st032c01	B	2023-03-21T02:09:09z	  -5.618	-16.004		  60.0	 7				 0.01	  0.002	-0.009	  0.12	 0.51	0.0512	0.0470	0.0054	0.0314	0.0969	0.0043	0.0084	0.0037	0.0767		0.0152			0.0722		0.0103	0.0336	0.0439	0.0268			0.1143	0.2900	0.4043	0.0046		23.1750				
PIRATA-FR33	st032c01	B	2023-03-21T02:09:09z	  -5.618	-16.004		  79.0	 6				 0.04	  0.268	0.224	  0.22	 1.05	0.0944	0.0692	0.0584	0.1427				0.1205		0.0143		0.0037	0.0703			0.0301	0.1010	0.1311	0.0334		0.0133	0.1382	0.3819	0.5201	0.0124		20.0630				
PIRATA-FR33	st032c01	B	2023-03-21T02:09:09z	  -5.618	-16.004		  99.0	 5	36.3147	4.825	210.06	 0.47	  3.045	2.574	  0.42	 2.08	0.4231	0.3075	0.0715	0.0292	1.4859				0.0285		0.0638	0.0181	0.0253	0.0070		0.0145	0.0221	0.0366	0.0264		0.0594	0.0418	1.5035	1.5453	0.0282		19.6630				
PIRATA-FR33	st032c01	B	2023-03-21T02:09:09z	  -5.618	-16.004		 150.0	 4	35.5624	3.585	156.00	 0.01	 13.835	13.820	  0.93	 3.85																											15.1240				
PIRATA-FR33	st032c01	B	2023-03-21T02:09:09z	  -5.618	-16.004		 247.0	 3	35.0166	1.515	 65.90	 0.00	 30.498	30.494	  1.90	10.94																											11.1050	7.5140	25.0000		
PIRATA-FR33	st032c01	B	2023-03-21T02:09:09z	  -5.618	-16.004		 290.0	 2	34.9544	1.648	 71.67	 0.01	 30.906	30.897	  1.94	11.82																											10.5030				
PIRATA-FR33	st032c01	B	2023-03-21T02:09:09z	  -5.618	-16.004		 289.0	 1	34.9576	1.655	 72.00	 0.01	 30.852	30.843	  1.94	11.87																											10.5220	7.5170	25.0000		
PIRATA-FR33	st033c01	B	2023-03-21T03:41:47z	  -5.625	-15.913		   3.0	 8	36.6771	4.731	206.17	 0.00	  0.012	0.009	  0.12	 0.52	0.0058	0.0068	0.0031	0.0067	0.0083				0.0199		0.0052			0.0700		0.0050	0.0084	0.0134	0.0110			0.0535	0.0593	0.1128	0.0020		24.9770	7.7630	25.0000		
PIRATA-FR33	st033c01	B	2023-03-21T03:41:47z	  -5.625	-15.913		  20.0	 7				 0.01	  0.018	0.005	  0.12	 0.49	0.0045	0.0056	0.0024	0.0067	0.0083				0.0194		0.0051			0.0688		0.0051	0.0080	0.0132	0.0103			0.0528	0.0575	0.1102	0.0018		24.9830				
PIRATA-FR33	st033c01	B	2023-03-21T03:41:47z	  -5.625	-15.913		  40.0	 6	36.6831	4.731	206.18	 0.01	  0.012	0.002	  0.13	 0.47	0.0074	0.0075	0.0018	0.0066	0.0080				0.0198		0.0053			0.0696		0.0035	0.0050	0.0084	0.0104			0.0534	0.0583	0.1116	0.0027		24.9880				
PIRATA-FR33	st033c01	B	2023-03-21T03:41:47z	  -5.625	-15.913		  59.0	 5				 0.03	  0.111	0.079	  0.17	 0.93	0.3153	0.2319		0.0343	1.0491				0.0618		0.0567	0.0040	0.0101	0.0373		0.0128	0.0317	0.0445		0.0434	0.0403	0.0815	1.4029	1.4844	0.0185		21.5750	7.9980	25.0000		
PIRATA-FR33	st033c01	B	2023-03-21T03:41:47z	  -5.625	-15.913		  79.0	 4				 0.14	  0.772	0.634	  0.26	 1.41	0.4709	0.3036	0.0747	0.0298	1.5192		0.0260		0.0376		0.0742	0.0177	0.0240	0.0128		0.0108	0.0318	0.0426		0.0417		0.0460	1.7854	1.8314	0.0379		20.4260				
PIRATA-FR33	st033c01	B	2023-03-21T03:41:47z	  -5.625	-15.913		 100.0	 3	36.2934	4.768	207.59	 0.45	  3.411	2.960	  0.42	 2.09	0.3078	0.2304	0.0721	0.0256	1.1759		0.0322		0.0208		0.0531	0.0171	0.0383	0.0063		0.0094	0.0141	0.0235		0.0284	0.0616	0.0353	1.2379	1.2732	0.0291		19.5860				
PIRATA-FR33	st033c01	B	2023-03-21T03:41:47z	  -5.625	-15.913		 100.0	 2	36.2812	4.707	204.91	 0.51	  4.054	3.546	  0.47	 2.27																											19.5640				
PIRATA-FR33	st033c01	B	2023-03-21T03:41:47z	  -5.625	-15.913		 144.0	 1	35.6006	3.466	150.87	 0.05	 14.689	14.638	  0.99	 4.30																											15.5140	8.0190	25.0000		
PIRATA-FR33	st034c01	B	2023-03-21T05:00:32z	  -5.712	-15.848		   3.0	10	36.7512	4.738	206.47	 0.00	  0.026	0.022	  0.10	 0.65	0.0150	0.0169	0.0033	0.0105	0.0275		0.0039	0.0033	0.0345		0.0083			0.0715		0.0060	0.0142	0.0202	0.0148			0.0746	0.1174	0.1920	0.0036		25.0370	8.0190	25.0000		
PIRATA-FR33	st034c01	B	2023-03-21T05:00:32z	  -5.712	-15.848		  20.0	 9				 0.01	  0.034	0.024	  0.10	 0.63	0.0128	0.0144	0.0031	0.0103	0.0209		0.0032	0.0034	0.0332		0.0070			0.0586		0.0053	0.0135	0.0187	0.0131			0.0595	0.1047	0.1642	0.0034		25.0620				
PIRATA-FR33	st034c01	B	2023-03-21T05:00:32z	  -5.712	-15.848		  39.0	 8	36.7510	4.745	206.77	 0.01	  0.027	0.014	  0.10	 0.61	0.0149	0.0166	0.0041	0.0110	0.0261				0.0315		0.0079			0.0690		0.0072	0.0166	0.0238	0.0160			0.0707	0.1169	0.1875	0.0049		25.0600				
PIRATA-FR33	st034c01	B	2023-03-21T05:00:32z	  -5.712	-15.848		  60.0	 7				 0.01	  0.001	-0.009	  0.14	 0.65	0.0842	0.0755	0.0078	0.0243	0.2840	0.0036	0.0062	0.0042	0.0585		0.0300			0.0678		0.0090	0.0222	0.0312	0.0270			0.1057	0.4622	0.5680	0.0146		22.6420				
PIRATA-FR33	st034c01	B	2023-03-21T05:00:32z	  -5.712	-15.848		  80.0	 6				 0.03	  0.048	0.018	  0.18	 0.77	0.2173	0.1697	0.0133	0.0504	0.7140	0.0154			0.0905		0.0459	0.0151	0.0436	0.0414		0.0229	0.0503	0.0732	0.0453		0.1377	0.1056	0.9811	1.0866	0.0291		20.4810				
PIRATA-FR33	st034c01	B	2023-03-21T05:00:32z	  -5.712	-15.848		 100.0	 5	36.3041	4.859	211.56	 0.41	  2.973	2.563	  0.40	 1.66	0.1398	0.1007	0.0679	0.0346	0.4728		0.0228	0.0011	0.0326		0.0258	0.0130	0.0515	0.0143		0.0149	0.0240	0.0388	0.0228		0.1020	0.0334	0.5797	0.6131	0.0249		19.7670				
PIRATA-FR33	st034c01	B	2023-03-21T05:00:32z	  -5.712	-15.848		 152.0	 4	35.6791	3.485	151.70	 0.11	 14.357	14.248	  0.99	 4.40																											15.7450				
PIRATA-FR33	st034c01	B	2023-03-21T05:00:32z	  -5.712	-15.848		 152.0	 3	35.6735	3.482	151.55	 0.11	 14.527	14.421	  1.02	 4.33																											15.7000				
PIRATA-FR33	st034c01	B	2023-03-21T05:00:32z	  -5.712	-15.848		 225.0	 2	35.1351	1.772	 77.08	 0.02	 27.709	27.688	  1.76	 9.41																											12.0870	7.5590	25.0000		
PIRATA-FR33	st034c01	B	2023-03-21T05:00:32z	  -5.712	-15.848		 501.0	 1	34.6395	2.294	 99.77	 0.01	 34.691	34.677	  2.25	19.19																											7.3840	7.5070	25.0000		
PIRATA-FR33	st035c01	B	2023-03-21T06:49:05z	  -5.826	-15.980		   2.0	10	36.7965	4.741	206.60	 0.01	  0.017	0.006	  0.11	 0.56	0.0369	0.0191	0.0033	0.0549	0.0100	0.0017	0.0028	0.0009	0.0487	0.0007	0.0042	0.0011		0.0158		0.0873	0.0211	0.1084	0.0229			0.0617	0.1265	0.1882	0.0028		25.1530	8.0260	25.0000		
PIRATA-FR33	st035c01	B	2023-03-21T06:49:05z	  -5.826	-15.980		  20.0	 9				 0.00	  0.006	0.004	  0.10	 0.54	0.0053	0.0079	0.0052	0.0067	0.0113				0.0191		0.0053			0.0676		0.0067	0.0069	0.0136	0.0126			0.0609	0.0693	0.1302	0.0008		25.1520				
PIRATA-FR33	st035c01	B	2023-03-21T06:49:05z	  -5.826	-15.980		  40.0	 8	36.7709	4.810	209.59	 0.01	  0.005	-0.003	  0.11	 0.55	0.0099	0.0162	0.0047	0.0097	0.0234				0.0030	0.0023	0.0072			0.0689		0.0109	0.0094	0.0203	0.0172			0.0849	0.1086	0.1934	0.0065		24.9500				
PIRATA-FR33	st035c01	B	2023-03-21T06:49:05z	  -5.826	-15.980		  60.0	 7				 0.01	  0.006	-0.002	  0.21	 0.91	0.0432	0.0388	0.0094	0.0558	0.0266	0.0054		0.0044	0.1205		0.0098			0.0729		0.0336	0.0627	0.0963	0.0362			0.1605	0.2417	0.4022	0.0088		20.4500				
PIRATA-FR33	st035c01	B	2023-03-21T06:49:05z	  -5.826	-15.980		  81.0	 6				 0.71	  4.805	4.097	  0.47	 1.88	0.0258	0.0173	0.0031	0.0256	0.0296	0.0083		0.0020	0.0297		0.0045	0.0020	0.0081	0.0100		0.0301	0.0242	0.0543	0.0122		0.0169	0.0329	0.1078	0.1407	0.0107		19.5260				
PIRATA-FR33	st035c01	B	2023-03-21T06:49:05z	  -5.826	-15.980		  98.0	 5	36.2777	4.480	195.04	 0.50	  6.296	5.793	  0.55	 2.03	0.0169	0.0088	0.0009	0.0212	0.0103	0.0019			0.0232		0.0034	0.0016	0.0033	0.0075		0.0275	0.0138	0.0413	0.0088			0.0249	0.0670	0.0920	0.0037		19.0930				
PIRATA-FR33	st035c01	B	2023-03-21T06:49:05z	  -5.826	-15.980		  99.0	 4	36.2670	4.489	195.41	 0.49	  6.385	5.896	  0.56	 2.02																											19.0160				
PIRATA-FR33	st035c01	B	2023-03-21T06:49:05z	  -5.826	-15.980		 150.0	 3	35.6510	3.617	157.40	 0.05	 13.738	13.689	  0.97	 4.04																											15.7170				
PIRATA-FR33	st035c01	B	2023-03-21T06:49:05z	  -5.826	-15.980		 250.0	 2	35.1208	1.830	 79.64	 0.01	 27.493	27.479	  1.78	 9.36																											11.9010	7.5580	25.0000		
PIRATA-FR33	st035c01	B	2023-03-21T06:49:05z	  -5.826	-15.980		 372.0	 1	34.8935	1.778	 77.36	 0.02	 31.597	31.576	  2.04	13.23																											10.0030	7.5120	25.0000		
PIRATA-FR33	st036c01	B	2023-03-21T08:12:09z	  -5.782	-15.944		   2.0	11	36.7951	4.745	206.78	 0.01	  0.006	-0.004	  0.07	 0.63	0.0089	0.0109	0.0050	0.0079	0.0109			0.0038	0.0264		0.0086			0.0704		0.0104	0.0128	0.0232	0.0136			0.0604	0.0800	0.1404	0.0022		25.1870	8.0200	25.0000		
PIRATA-FR33	st036c01	B	2023-03-21T08:12:09z	  -5.782	-15.944		  20.0	10				 0.01	  0.003	-0.006	  0.08	 0.51	0.0062	0.0058	0.0069	0.0075	0.0108				0.0208		0.0058			0.0693		0.0055	0.0080	0.0135	0.0134			0.0624	0.0772	0.1395	0.0029		25.1840				
